Country,Year,Month,Calendar Day,Types Of Fuel,Type Of Category,"Monitored Capacity  (UOM:MW(MegaWatt)), Scaling Factor:1","Targeted Generation Of Electricity For The Current Day (UOM:MU(MillionUnits)), Scaling Factor:1","Actual Generation Of Electricity For The Current Day (UOM:MU(MillionUnits)), Scaling Factor:1"
India,"Calendar Year (Jan - Dec), 2023","April, 2023",2023-04-01,Coal,Thermal,204435.500000000000,4052.5800000000000000,3121.7100000000000000
India,"Calendar Year (Jan - Dec), 2023","April, 2023",2023-04-01,Nuclear,Nuclear,6780.0000000000000000,135.0700000000000000,128.9500000000000000
India,"Calendar Year (Jan - Dec), 2023","April, 2023",2023-04-01,Hydro,Hydro,46850.170000000000,355.6700000000000000,219.6700000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-31,Coal,Thermal,204435.500000000000,3494.2900000000000000,3245.5800000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-31,Nuclear,Nuclear,6780.0000000000000000,105.1000000000000000,129.4900000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-31,Hydro,Hydro,46850.170000000000,298.7700000000000000,221.4800000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-30,Coal,Thermal,204435.500000000000,3482.2900000000000000,3464.6700000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-30,Nuclear,Nuclear,6780.0000000000000000,105.1000000000000000,126.8200000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-30,Hydro,Hydro,46850.170000000000,298.7700000000000000,245.2200000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-29,Coal,Thermal,204435.500000000000,3482.2900000000000000,3495.0700000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-29,Nuclear,Nuclear,6780.0000000000000000,105.1000000000000000,124.3100000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-29,Hydro,Hydro,46850.170000000000,298.7700000000000000,274.4700000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-28,Coal,Thermal,204435.500000000000,3482.2900000000000000,3435.6300000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-28,Nuclear,Nuclear,6780.0000000000000000,105.1000000000000000,123.4300000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-28,Hydro,Hydro,46850.170000000000,298.7700000000000000,277.1400000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-27,Coal,Thermal,204435.500000000000,3482.0400000000000000,3327.2200000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-27,Nuclear,Nuclear,6780.0000000000000000,105.1000000000000000,125.0000000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-27,Hydro,Hydro,46850.170000000000,298.7700000000000000,246.2900000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-26,Coal,Thermal,204435.500000000000,3479.2400000000000000,3200.4200000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-26,Nuclear,Nuclear,6780.0000000000000000,105.1000000000000000,125.0500000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-26,Hydro,Hydro,46850.170000000000,298.7700000000000000,216.1700000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-25,Coal,Thermal,204435.500000000000,3479.2400000000000000,3331.9200000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-25,Nuclear,Nuclear,6780.0000000000000000,105.1000000000000000,124.8600000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-25,Hydro,Hydro,46850.170000000000,298.7700000000000000,252.5400000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-24,Coal,Thermal,204435.500000000000,3479.2400000000000000,3235.5800000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-24,Nuclear,Nuclear,6780.0000000000000000,105.1000000000000000,124.6800000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-24,Hydro,Hydro,46850.170000000000,298.7700000000000000,248.6200000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-23,Coal,Thermal,204435.500000000000,3488.8500000000000000,3244.8100000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-23,Nuclear,Nuclear,6780.0000000000000000,105.1000000000000000,122.3800000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-23,Hydro,Hydro,46850.170000000000,298.7700000000000000,246.7300000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-22,Coal,Thermal,204435.500000000000,3488.8500000000000000,3166.5600000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-22,Nuclear,Nuclear,6780.0000000000000000,105.1000000000000000,124.4300000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-22,Hydro,Hydro,46850.170000000000,298.7700000000000000,252.5000000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-21,Coal,Thermal,204435.500000000000,3488.8500000000000000,3050.9200000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-21,Nuclear,Nuclear,6780.0000000000000000,105.1000000000000000,124.2600000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-21,Hydro,Hydro,46850.170000000000,298.7700000000000000,259.2300000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-20,Coal,Thermal,204435.500000000000,3488.8500000000000000,2931.5000000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-20,Nuclear,Nuclear,6780.0000000000000000,105.1000000000000000,123.0500000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-20,Hydro,Hydro,46850.170000000000,298.7700000000000000,234.0400000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-19,Coal,Thermal,204435.500000000000,3501.8000000000000000,2801.1700000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-19,Nuclear,Nuclear,6780.0000000000000000,105.1000000000000000,123.7900000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-19,Hydro,Hydro,46850.170000000000,298.7700000000000000,197.7900000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-18,Coal,Thermal,204435.500000000000,3497.7200000000000000,3100.0000000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-18,Nuclear,Nuclear,6780.0000000000000000,105.1000000000000000,125.1100000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-18,Hydro,Hydro,46850.170000000000,298.7700000000000000,220.4500000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-17,Coal,Thermal,204435.500000000000,3494.0100000000000000,3281.3600000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-17,Nuclear,Nuclear,6780.0000000000000000,105.1000000000000000,125.0600000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-17,Hydro,Hydro,46850.170000000000,298.7700000000000000,235.7300000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-16,Coal,Thermal,204435.500000000000,3474.0100000000000000,3493.9300000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-16,Nuclear,Nuclear,6780.0000000000000000,126.2900000000000000,136.8100000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-16,Hydro,Hydro,46850.170000000000,298.7700000000000000,251.8600000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-15,Coal,Thermal,204435.500000000000,3483.9400000000000000,3586.6400000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-15,Nuclear,Nuclear,6780.0000000000000000,130.8200000000000000,137.6000000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-15,Hydro,Hydro,46850.170000000000,298.7700000000000000,289.4500000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-14,Coal,Thermal,204435.500000000000,3496.8300000000000000,3576.6400000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-14,Nuclear,Nuclear,6780.0000000000000000,130.8200000000000000,137.3800000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-14,Hydro,Hydro,46850.170000000000,298.7700000000000000,281.2100000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-13,Coal,Thermal,204435.500000000000,3496.8300000000000000,3532.0200000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-13,Nuclear,Nuclear,6780.0000000000000000,130.8200000000000000,137.4700000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-13,Hydro,Hydro,46850.170000000000,298.7700000000000000,268.1600000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-12,Coal,Thermal,204435.500000000000,3496.8300000000000000,3400.6000000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-12,Nuclear,Nuclear,6780.0000000000000000,130.8200000000000000,135.4500000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-12,Hydro,Hydro,46850.170000000000,298.7700000000000000,235.4300000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-11,Coal,Thermal,204435.500000000000,3496.8300000000000000,3468.3800000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-11,Nuclear,Nuclear,6780.0000000000000000,130.8200000000000000,132.7800000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-11,Hydro,Hydro,46850.170000000000,298.7700000000000000,251.2600000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-10,Coal,Thermal,204435.500000000000,3503.4000000000000000,3412.4400000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-10,Nuclear,Nuclear,6780.0000000000000000,130.8200000000000000,132.9000000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-10,Hydro,Hydro,46850.170000000000,298.7700000000000000,267.2400000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-09,Coal,Thermal,204435.500000000000,3501.5400000000000000,3184.7100000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-09,Nuclear,Nuclear,6780.0000000000000000,130.8200000000000000,136.6700000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-09,Hydro,Hydro,46850.170000000000,298.7700000000000000,249.8400000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-08,Coal,Thermal,204435.500000000000,3497.7100000000000000,3052.2400000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-08,Nuclear,Nuclear,6780.0000000000000000,130.8200000000000000,137.4700000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-08,Hydro,Hydro,46850.170000000000,298.7700000000000000,220.2800000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-07,Coal,Thermal,204435.500000000000,3482.5400000000000000,3230.3100000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-07,Nuclear,Nuclear,6780.0000000000000000,130.8200000000000000,134.5900000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-07,Hydro,Hydro,46850.170000000000,298.7700000000000000,233.8100000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-06,Coal,Thermal,204435.500000000000,3492.3700000000000000,3463.7500000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-06,Nuclear,Nuclear,6780.0000000000000000,130.8200000000000000,133.2700000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-06,Hydro,Hydro,46850.170000000000,298.7700000000000000,248.7500000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-05,Coal,Thermal,204435.500000000000,3488.1400000000000000,3404.3300000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-05,Nuclear,Nuclear,6780.0000000000000000,130.8200000000000000,133.2300000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-05,Hydro,Hydro,46850.170000000000,298.7700000000000000,229.6400000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-04,Coal,Thermal,204435.500000000000,3470.7600000000000000,3524.5400000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-04,Nuclear,Nuclear,6780.0000000000000000,130.8200000000000000,132.8800000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-04,Hydro,Hydro,46850.170000000000,298.7700000000000000,255.9800000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-03,Coal,Thermal,204435.500000000000,3470.7600000000000000,3523.4800000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-03,Nuclear,Nuclear,6780.0000000000000000,130.8200000000000000,131.9300000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-03,Hydro,Hydro,46850.170000000000,298.7700000000000000,268.3000000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-02,Coal,Thermal,204435.500000000000,3468.3100000000000000,3475.4600000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-02,Nuclear,Nuclear,6780.0000000000000000,130.8200000000000000,127.5400000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-02,Hydro,Hydro,46850.170000000000,298.7700000000000000,267.6200000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-01,Coal,Thermal,204435.500000000000,3468.3100000000000000,3443.3800000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-01,Nuclear,Nuclear,6780.0000000000000000,117.6500000000000000,127.4600000000000000
India,"Calendar Year (Jan - Dec), 2023","March, 2023",2023-03-01,Hydro,Hydro,46850.170000000000,298.7700000000000000,278.7300000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-28,Coal,Thermal,204435.500000000000,3289.4100000000000000,3454.3400000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-28,Nuclear,Nuclear,6780.0000000000000000,117.6100000000000000,127.3000000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-28,Hydro,Hydro,46850.170000000000,280.8000000000000000,310.4400000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-27,Coal,Thermal,204435.500000000000,3289.4100000000000000,3477.0000000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-27,Nuclear,Nuclear,6780.0000000000000000,117.6100000000000000,124.1000000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-27,Hydro,Hydro,46850.170000000000,280.8000000000000000,294.5000000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-26,Coal,Thermal,204435.500000000000,3289.4100000000000000,3386.4800000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-26,Nuclear,Nuclear,6780.0000000000000000,117.6100000000000000,119.3800000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-26,Hydro,Hydro,46850.170000000000,280.8000000000000000,279.1600000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-25,Coal,Thermal,204435.500000000000,3278.0800000000000000,3473.8900000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-25,Nuclear,Nuclear,6780.0000000000000000,117.6100000000000000,116.9800000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-25,Hydro,Hydro,46850.170000000000,280.8000000000000000,326.1100000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-24,Coal,Thermal,204435.500000000000,3273.3300000000000000,3501.8400000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-24,Nuclear,Nuclear,6780.0000000000000000,117.6100000000000000,121.3100000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-24,Hydro,Hydro,46850.170000000000,280.8000000000000000,327.9600000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-23,Coal,Thermal,204435.500000000000,3272.5400000000000000,3485.1300000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-23,Nuclear,Nuclear,6780.0000000000000000,117.6100000000000000,127.2300000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-23,Hydro,Hydro,46850.170000000000,280.8000000000000000,312.9500000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-22,Coal,Thermal,204435.500000000000,3272.5400000000000000,3481.2600000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-22,Nuclear,Nuclear,6780.0000000000000000,117.6100000000000000,127.1500000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-22,Hydro,Hydro,46850.170000000000,280.8000000000000000,323.6200000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-21,Coal,Thermal,204435.500000000000,3254.1100000000000000,3433.6700000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-21,Nuclear,Nuclear,6780.0000000000000000,117.6100000000000000,128.0000000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-21,Hydro,Hydro,46850.170000000000,280.8000000000000000,348.3600000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-20,Coal,Thermal,204435.500000000000,3254.1100000000000000,3413.1000000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-20,Nuclear,Nuclear,6780.0000000000000000,117.6100000000000000,133.1600000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-20,Hydro,Hydro,46850.170000000000,280.8000000000000000,331.3700000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-19,Coal,Thermal,203775.500000000000,3254.1100000000000000,3329.0700000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-19,Nuclear,Nuclear,6780.0000000000000000,117.6100000000000000,132.8100000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-19,Hydro,Hydro,46850.170000000000,280.8000000000000000,295.2000000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-18,Coal,Thermal,203775.500000000000,3254.1100000000000000,3412.2900000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-18,Nuclear,Nuclear,6780.0000000000000000,117.6100000000000000,132.8300000000000000
India,"Calendar Year (Jan - Dec), 2023","February, 2023",2023-02-18,Hydro,Hydro,46850.170000000000,280.8000000000000000,322.4400000000000000
