Country,Year,Month,Calendar Day,Types Of Fuel,Type Of Category,"Monitored Capacity  (UOM:MW(MegaWatt)), Scaling Factor:1","Targeted Generation Of Electricity For The Current Day (UOM:MU(MillionUnits)), Scaling Factor:1","Actual Generation Of Electricity For The Current Day (UOM:MU(MillionUnits)), Scaling Factor:1"
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-26,Coal,Thermal,187461.500000000000,2660.7700000000000000,2632.6100000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-26,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,123.1700000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-26,Hydro,Hydro,44963.420000000000,240.4800000000000000,182.1100000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-25,Coal,Thermal,187461.500000000000,2651.6500000000000000,2758.9700000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-25,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,123.4100000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-25,Hydro,Hydro,44963.420000000000,240.4800000000000000,212.2100000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-24,Coal,Thermal,187461.500000000000,2659.9000000000000000,2710.5300000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-24,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,122.4100000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-24,Hydro,Hydro,44963.420000000000,240.4800000000000000,222.1900000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-23,Coal,Thermal,187461.500000000000,2662.0900000000000000,2686.2100000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-23,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,122.8100000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-23,Hydro,Hydro,44963.420000000000,240.4800000000000000,232.2000000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-22,Coal,Thermal,187461.500000000000,2664.7800000000000000,2706.7800000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-22,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,119.4900000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-22,Hydro,Hydro,44963.420000000000,240.4800000000000000,225.3100000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-21,Coal,Thermal,187461.500000000000,2660.7100000000000000,2660.7200000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-21,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,119.1600000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-21,Hydro,Hydro,44963.420000000000,240.4800000000000000,195.1900000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-20,Coal,Thermal,187211.500000000000,2660.7100000000000000,2732.0500000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-20,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,118.8300000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-20,Hydro,Hydro,44963.420000000000,240.4800000000000000,226.7600000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-19,Coal,Thermal,187211.500000000000,2665.1300000000000000,2737.0200000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-19,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,118.8000000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-19,Hydro,Hydro,44963.420000000000,240.4800000000000000,227.9500000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-18,Coal,Thermal,186611.500000000000,2665.1300000000000000,2732.7500000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-18,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,119.8300000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-18,Hydro,Hydro,44963.420000000000,240.4800000000000000,225.4200000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-17,Coal,Thermal,186611.500000000000,2665.1300000000000000,2749.6300000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-17,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,119.9100000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-17,Hydro,Hydro,44963.420000000000,240.4800000000000000,230.0600000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-16,Coal,Thermal,186611.500000000000,2675.8200000000000000,2687.0400000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-16,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,118.8800000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-16,Hydro,Hydro,44963.420000000000,240.4800000000000000,238.3100000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-15,Coal,Thermal,186611.500000000000,2678.4900000000000000,2603.6800000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-15,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,126.4500000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-15,Hydro,Hydro,44963.420000000000,240.4800000000000000,223.5600000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-14,Coal,Thermal,186611.500000000000,2678.0500000000000000,2580.4100000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-14,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,129.2100000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-14,Hydro,Hydro,44963.420000000000,240.4800000000000000,204.9900000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-13,Coal,Thermal,186611.500000000000,2678.0500000000000000,2765.0200000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-13,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,126.8500000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-13,Hydro,Hydro,44963.420000000000,240.4800000000000000,224.3300000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-12,Coal,Thermal,186611.500000000000,2667.8400000000000000,2763.2500000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-12,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,124.3000000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-12,Hydro,Hydro,44963.420000000000,240.4800000000000000,236.4400000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-11,Coal,Thermal,186611.500000000000,2667.8400000000000000,2738.4000000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-11,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,123.4200000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-11,Hydro,Hydro,44963.420000000000,240.4800000000000000,229.2700000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-10,Coal,Thermal,186611.500000000000,2662.3800000000000000,2736.7100000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-10,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,123.2800000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-10,Hydro,Hydro,44963.420000000000,240.4800000000000000,204.5200000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-09,Coal,Thermal,186611.500000000000,2671.5400000000000000,2720.3200000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-09,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,123.5000000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-09,Hydro,Hydro,44963.420000000000,240.4800000000000000,203.3000000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-07,Coal,Thermal,186611.500000000000,2656.3700000000000000,2627.8600000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-07,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,134.9600000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-07,Hydro,Hydro,44963.420000000000,240.4800000000000000,199.8600000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-06,Coal,Thermal,186611.500000000000,2659.2000000000000000,2699.9300000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-06,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,134.9900000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-06,Hydro,Hydro,44963.420000000000,240.4800000000000000,223.4200000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-05,Coal,Thermal,186611.500000000000,2663.7200000000000000,2737.3600000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-05,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,134.8700000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-05,Hydro,Hydro,44963.420000000000,240.4800000000000000,215.9100000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-04,Coal,Thermal,186611.500000000000,2663.7200000000000000,2708.6500000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-04,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,133.0100000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-04,Hydro,Hydro,44963.420000000000,240.4800000000000000,218.6400000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-03,Coal,Thermal,186611.500000000000,2663.7200000000000000,2688.2200000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-03,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,134.4000000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-03,Hydro,Hydro,44963.420000000000,240.4800000000000000,212.6700000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-02,Coal,Thermal,186611.500000000000,2663.7200000000000000,2653.6700000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-02,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,134.2900000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-02,Hydro,Hydro,44963.420000000000,240.4800000000000000,211.8400000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-01,Coal,Thermal,186611.500000000000,2671.9200000000000000,2589.1700000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-01,Nuclear,Nuclear,6780.0000000000000000,100.8800000000000000,131.0300000000000000
India,"Calendar Year (Jan - Dec), 2018","January, 2018",2018-01-01,Hydro,Hydro,44963.420000000000,240.4800000000000000,202.7600000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-31,Coal,Thermal,186611.500000000000,2657.1400000000000000,2597.3700000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-31,Nuclear,Nuclear,6780.0000000000000000,101.1600000000000000,130.0100000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-31,Hydro,Hydro,44963.420000000000,251.9300000000000000,196.2100000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-30,Coal,Thermal,186611.500000000000,2651.5400000000000000,2641.0300000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-30,Nuclear,Nuclear,6780.0000000000000000,101.1600000000000000,129.5800000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-30,Hydro,Hydro,44963.420000000000,251.9300000000000000,217.8400000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-29,Coal,Thermal,186611.500000000000,2651.5400000000000000,2654.5100000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-29,Nuclear,Nuclear,6780.0000000000000000,101.1600000000000000,129.6000000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-29,Hydro,Hydro,44963.420000000000,251.9300000000000000,217.5300000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-28,Coal,Thermal,186611.500000000000,2651.5400000000000000,2648.6500000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-28,Nuclear,Nuclear,6780.0000000000000000,101.1600000000000000,129.5900000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-28,Hydro,Hydro,44963.420000000000,251.9300000000000000,211.6800000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-27,Coal,Thermal,186611.500000000000,2640.4800000000000000,2653.6900000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-27,Nuclear,Nuclear,6780.0000000000000000,101.1600000000000000,129.3500000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-27,Hydro,Hydro,44963.420000000000,251.9300000000000000,215.2300000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-26,Coal,Thermal,186611.500000000000,2626.9900000000000000,2661.5200000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-26,Nuclear,Nuclear,6780.0000000000000000,101.1600000000000000,130.1400000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-26,Hydro,Hydro,44963.420000000000,251.9300000000000000,224.4500000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-25,Coal,Thermal,186611.500000000000,2604.3200000000000000,2605.7000000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-25,Nuclear,Nuclear,6780.0000000000000000,101.1600000000000000,132.2800000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-25,Hydro,Hydro,44963.420000000000,251.9300000000000000,210.6300000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-24,Coal,Thermal,186611.500000000000,2604.3200000000000000,2570.4300000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-24,Nuclear,Nuclear,6780.0000000000000000,101.1600000000000000,131.6300000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-24,Hydro,Hydro,44963.420000000000,251.9300000000000000,207.8300000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-23,Coal,Thermal,186611.500000000000,2609.0200000000000000,2626.2600000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-23,Nuclear,Nuclear,6780.0000000000000000,101.1600000000000000,125.0100000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-23,Hydro,Hydro,44963.420000000000,251.9300000000000000,229.5700000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-22,Coal,Thermal,186611.500000000000,2606.4700000000000000,2648.5100000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-22,Nuclear,Nuclear,6780.0000000000000000,101.1600000000000000,110.2600000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-22,Hydro,Hydro,44963.420000000000,251.9300000000000000,227.9500000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-21,Coal,Thermal,186611.500000000000,2601.5800000000000000,2623.6200000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-21,Nuclear,Nuclear,6780.0000000000000000,101.1600000000000000,109.6700000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-21,Hydro,Hydro,44963.420000000000,251.9300000000000000,225.5600000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-20,Coal,Thermal,186611.500000000000,2592.1700000000000000,2624.0800000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-20,Nuclear,Nuclear,6780.0000000000000000,101.1600000000000000,109.8600000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-20,Hydro,Hydro,44963.420000000000,251.9300000000000000,230.2800000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-19,Coal,Thermal,186611.500000000000,2589.9600000000000000,2576.8800000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-19,Nuclear,Nuclear,6780.0000000000000000,101.1600000000000000,109.6100000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-19,Hydro,Hydro,44963.420000000000,251.9300000000000000,222.2900000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-18,Coal,Thermal,186611.500000000000,2590.1700000000000000,2534.0100000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-18,Nuclear,Nuclear,6780.0000000000000000,101.1600000000000000,116.1600000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-18,Hydro,Hydro,44963.420000000000,251.9300000000000000,223.5800000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-17,Coal,Thermal,186611.500000000000,2587.6700000000000000,2445.2400000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-17,Nuclear,Nuclear,6780.0000000000000000,101.1600000000000000,116.3900000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-17,Hydro,Hydro,44963.420000000000,251.9300000000000000,190.6900000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-16,Coal,Thermal,186611.500000000000,2591.7500000000000000,2494.5200000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-16,Nuclear,Nuclear,6780.0000000000000000,101.1600000000000000,116.3100000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-16,Hydro,Hydro,44963.420000000000,251.9300000000000000,212.1200000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-15,Coal,Thermal,186611.500000000000,2574.5700000000000000,2557.4700000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-15,Nuclear,Nuclear,6780.0000000000000000,81.9100000000000000,116.2000000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-15,Hydro,Hydro,44963.420000000000,251.9300000000000000,232.6700000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-14,Coal,Thermal,186611.500000000000,2589.6400000000000000,2558.4200000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-14,Nuclear,Nuclear,6780.0000000000000000,81.9100000000000000,116.0900000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-14,Hydro,Hydro,44963.420000000000,251.9300000000000000,240.1000000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-13,Coal,Thermal,186611.500000000000,2579.0800000000000000,2586.3300000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-13,Nuclear,Nuclear,6780.0000000000000000,81.9100000000000000,115.8100000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-13,Hydro,Hydro,44963.420000000000,251.9300000000000000,258.4300000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-12,Coal,Thermal,186611.500000000000,2568.0300000000000000,2476.1700000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-12,Nuclear,Nuclear,6780.0000000000000000,81.9100000000000000,115.5700000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-12,Hydro,Hydro,44963.420000000000,251.9300000000000000,264.8100000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-11,Coal,Thermal,186611.500000000000,2575.6100000000000000,2479.9700000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-11,Nuclear,Nuclear,6780.0000000000000000,81.9100000000000000,114.8700000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-11,Hydro,Hydro,44963.420000000000,251.9300000000000000,247.4000000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-10,Coal,Thermal,186611.500000000000,2575.6100000000000000,2465.1300000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-10,Nuclear,Nuclear,6780.0000000000000000,76.0100000000000000,124.3000000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-10,Hydro,Hydro,44963.420000000000,251.9300000000000000,210.0800000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-09,Coal,Thermal,186611.500000000000,2582.7700000000000000,2513.9600000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-09,Nuclear,Nuclear,6780.0000000000000000,76.0100000000000000,141.7800000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-09,Hydro,Hydro,44963.420000000000,251.9300000000000000,235.0700000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-08,Coal,Thermal,186611.500000000000,2582.7700000000000000,2521.7000000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-08,Nuclear,Nuclear,6780.0000000000000000,76.0100000000000000,141.8300000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-08,Hydro,Hydro,44963.420000000000,251.9300000000000000,225.3300000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-07,Coal,Thermal,186611.500000000000,2582.7700000000000000,2471.4300000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-07,Nuclear,Nuclear,6780.0000000000000000,76.0100000000000000,140.8900000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-07,Hydro,Hydro,44963.420000000000,251.9300000000000000,223.3800000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-06,Coal,Thermal,186611.500000000000,2582.7700000000000000,2415.5500000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-06,Nuclear,Nuclear,6780.0000000000000000,76.0100000000000000,139.6800000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-06,Hydro,Hydro,44963.420000000000,251.9300000000000000,221.4700000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-05,Coal,Thermal,186611.500000000000,2564.3700000000000000,2374.2000000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-05,Nuclear,Nuclear,6780.0000000000000000,76.0100000000000000,141.4500000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-05,Hydro,Hydro,44963.420000000000,251.9300000000000000,221.9800000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-04,Coal,Thermal,186611.500000000000,2573.8700000000000000,2453.3100000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-04,Nuclear,Nuclear,6780.0000000000000000,76.0100000000000000,137.7800000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-04,Hydro,Hydro,44963.420000000000,251.9300000000000000,221.4700000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-03,Coal,Thermal,186611.500000000000,2560.5100000000000000,2408.9900000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-03,Nuclear,Nuclear,6780.0000000000000000,76.0100000000000000,131.2500000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-03,Hydro,Hydro,44963.420000000000,251.9300000000000000,202.2200000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-02,Coal,Thermal,186611.500000000000,2558.9900000000000000,2483.3700000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-02,Nuclear,Nuclear,6780.0000000000000000,76.0100000000000000,130.1200000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-02,Hydro,Hydro,44963.420000000000,251.9300000000000000,217.9700000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-01,Coal,Thermal,186611.500000000000,2537.6900000000000000,2471.8100000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-01,Nuclear,Nuclear,6780.0000000000000000,76.0100000000000000,130.4500000000000000
India,"Calendar Year (Jan - Dec), 2017","December, 2017",2017-12-01,Hydro,Hydro,44963.420000000000,251.9300000000000000,208.9000000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-30,Coal,Thermal,186611.500000000000,2610.2700000000000000,2511.8000000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-30,Nuclear,Nuclear,6780.0000000000000000,94.3000000000000000,120.9600000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-30,Hydro,Hydro,44963.420000000000,285.6000000000000000,211.0800000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-29,Coal,Thermal,186611.500000000000,2609.6200000000000000,2541.4900000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-29,Nuclear,Nuclear,6780.0000000000000000,94.3000000000000000,128.7600000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-29,Hydro,Hydro,44922.420000000000,285.6000000000000000,232.2000000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-28,Coal,Thermal,186611.500000000000,2608.9700000000000000,2559.8400000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-28,Nuclear,Nuclear,6780.0000000000000000,94.3000000000000000,125.0300000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-28,Hydro,Hydro,44922.420000000000,285.6000000000000000,242.1300000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-27,Coal,Thermal,186611.500000000000,2606.3100000000000000,2534.1300000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-27,Nuclear,Nuclear,6780.0000000000000000,94.3000000000000000,124.2400000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-27,Hydro,Hydro,44922.420000000000,285.6000000000000000,239.2600000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-26,Coal,Thermal,186611.500000000000,2583.2100000000000000,2486.3700000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-26,Nuclear,Nuclear,6780.0000000000000000,94.3000000000000000,128.7700000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-26,Hydro,Hydro,44922.420000000000,285.6000000000000000,193.5200000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-25,Coal,Thermal,186611.500000000000,2580.3000000000000000,2559.6500000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-25,Nuclear,Nuclear,6780.0000000000000000,94.3000000000000000,136.8000000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-25,Hydro,Hydro,44922.420000000000,285.6000000000000000,215.1900000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-24,Coal,Thermal,186611.500000000000,2575.6500000000000000,2608.5700000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-24,Nuclear,Nuclear,6780.0000000000000000,94.3000000000000000,139.2600000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-24,Hydro,Hydro,44922.420000000000,285.6000000000000000,221.6000000000000000
India,"Calendar Year (Jan - Dec), 2017","November, 2017",2017-11-23,Coal,Thermal,186611.500000000000,2575.6500000000000000,2580.2900000000000000
